x,y
70.08375,48.867264
102.697266,67.05359
103.79439,66.56447
79.02786,57.844223
91.960556,65.78938
67.67479,47.82115
108.290955,66.274345
77.75396,57.57013
105.92259,65.86693
65.65896,47.44366
74.81486,55.202095
91.2688,62.913998
74.90337,55.32367
65.2675,47.391052
74.96747,55.40959
81.52294,57.792076
72.29049,51.135082
63.81196,47.200623
92.368774,67.053085
73.19418,52.56704
67.026276,47.671177
72.813805,51.935818
91.527756,64.02682
91.381546,63.39167
75.74131,56.303604
66.84778,47.635742
75.32935,55.860588
90.15506,59.641937
78.43132,57.752106
67.4036,47.753998
79.44348,57.87784
72.78293,51.886124
63.497665,47.1549
78.452,57.75628
74.60514,54.90091
70.95133,49.55671
63.405975,47.14093
62.25726,46.931282
103.14009,66.850235
93.87184,69.20588
71.068146,49.667698
91.745514,64.955055
92.397835,67.12747
79.49245,57.880356
67.439514,47.762497
89.4984,58.67582
65.85608,47.471535
88.19357,57.702984
100.70323,68.0095
75.34665,55.880684
92.35115,67.007034
74.65145,54.968967
107.554955,65.87704
82.36133,57.687115
64.15521,47.24752
99.85594,68.40788
86.2427,57.306313
71.23525,49.83481
62.012077,46.875774
88.08503,57.65656
90.30103,59.9297
97.50038,69.34519
78.20935,57.702457
89.69249,58.914574
77.78333,57.579998
102.222565,67.27762
103.37663,66.7446
88.05079,57.642715
61.323864,46.69306
99.09203,68.74754
63.55176,47.163
61.390564,46.712692
91.99266,65.904305
85.971016,57.302673
76.34292,56.824272
85.57265,57.311577
60.723568,46.495083
75.2715,55.7924
90.50387,60.388172
71.57442,50.20557
107.392746,65.8355
64.48219,47.29025
86.88357,57.353905
69.25433,48.391533
108.74148,66.806335
103.59305,66.650154
70.04951,48.84444
74.51631,54.76802
86.23917,57.30621
88.88016,58.102543
72.96931,52.189995
62.359524,46.95313
61.24078,46.66798
74.017296,53.9717
84.35088,57.41473
99.65326,68.50026
66.53338,47.578316
83.44702,57.53351
63.372417,47.135735
66.02347,47.49617
